                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      10     3 Jun 2027 03:42:18.799     3 Jun 2027 03:49:26.032           427.233
                      11     3 Jun 2027 05:18:38.299     3 Jun 2027 05:25:03.596           385.297
                      12     3 Jun 2027 06:56:54.240     3 Jun 2027 07:00:47.146           232.906
                      13     3 Jun 2027 08:32:14.845     3 Jun 2027 08:36:25.608           250.763
                      14     3 Jun 2027 08:36:46.497     3 Jun 2027 08:37:45.045            58.548
                      15     4 Jun 2027 03:53:52.342     4 Jun 2027 04:01:26.593           454.251
                      16     4 Jun 2027 05:30:58.234     4 Jun 2027 05:37:20.613           382.378
                      17     4 Jun 2027 07:08:56.479     4 Jun 2027 07:12:52.027           235.548
                      18     4 Jun 2027 08:42:05.335     4 Jun 2027 08:48:19.367           374.032
                      19     4 Jun 2027 08:48:26.285     4 Jun 2027 08:50:01.614            95.329
                      20     5 Jun 2027 04:06:11.920     5 Jun 2027 04:13:30.799           438.879
                      21     5 Jun 2027 05:42:59.636     5 Jun 2027 05:49:28.101           388.465
                      22     5 Jun 2027 07:20:56.730     5 Jun 2027 07:24:55.377           238.648
                      23     5 Jun 2027 08:54:32.481     5 Jun 2027 09:01:59.585           447.104
                      24     6 Jun 2027 04:18:05.756     6 Jun 2027 04:25:31.207           445.451
                      25     6 Jun 2027 05:54:50.229     6 Jun 2027 06:00:43.617           353.388
                      26     6 Jun 2027 06:00:49.853     6 Jun 2027 06:01:34.981            45.128
                      27     6 Jun 2027 07:32:58.823     6 Jun 2027 07:37:04.899           246.076
                      28     6 Jun 2027 09:06:49.526     6 Jun 2027 09:13:06.392           376.867
                      29     7 Jun 2027 03:00:00.000     7 Jun 2027 03:00:22.843            22.843
                      30     7 Jun 2027 03:00:35.275     7 Jun 2027 03:01:35.513            60.238
                      31     7 Jun 2027 04:30:12.607     7 Jun 2027 04:37:31.869           439.263
                      32     7 Jun 2027 06:07:15.518     7 Jun 2027 06:12:02.494           286.976
                      33     7 Jun 2027 06:12:10.621     7 Jun 2027 06:13:21.651            71.030
                      34     7 Jun 2027 07:44:12.232     7 Jun 2027 07:49:05.090           292.859
                      35     7 Jun 2027 09:19:16.637     7 Jun 2027 09:19:40.801            24.164
                      36     7 Jun 2027 09:20:56.233     7 Jun 2027 09:24:07.509           191.276
                      37     8 Jun 2027 03:03:45.723     8 Jun 2027 03:13:34.251           588.528
                      38     8 Jun 2027 04:42:38.885     8 Jun 2027 04:49:20.001           401.116
                      39     8 Jun 2027 06:19:35.589     8 Jun 2027 06:23:57.146           261.557
                      40     8 Jun 2027 06:23:59.099     8 Jun 2027 06:25:05.779            66.680
                      41     8 Jun 2027 07:56:25.679     8 Jun 2027 08:00:53.985           268.306
                      42     8 Jun 2027 09:34:31.412     8 Jun 2027 09:35:42.826            71.414
                      43     9 Jun 2027 03:18:38.338     9 Jun 2027 03:24:28.491           350.152
                      44     9 Jun 2027 03:24:31.816     9 Jun 2027 03:25:31.233            59.417
                      45     9 Jun 2027 04:54:47.989     9 Jun 2027 05:01:26.188           398.199
                      46     9 Jun 2027 06:32:31.127     9 Jun 2027 06:36:55.253           264.125
                      47     9 Jun 2027 08:08:36.342     9 Jun 2027 08:12:55.313           258.971
                      48    10 Jun 2027 03:30:55.843    10 Jun 2027 03:37:31.796           395.953
                      49    10 Jun 2027 05:07:18.384    10 Jun 2027 05:13:27.904           369.520
                      50    10 Jun 2027 06:44:35.887    10 Jun 2027 06:49:12.755           276.868
                      51    10 Jun 2027 08:20:48.718    10 Jun 2027 08:25:33.305           284.586
                      52    11 Jun 2027 03:42:32.954    11 Jun 2027 03:49:40.809           427.854
                      53    11 Jun 2027 05:18:52.928    11 Jun 2027 05:25:18.517           385.589
                      54    11 Jun 2027 06:57:09.323    11 Jun 2027 07:01:01.902           232.579
                      55    11 Jun 2027 08:32:29.899    11 Jun 2027 08:36:40.294           250.395
                      56    11 Jun 2027 08:37:01.283    11 Jun 2027 08:37:59.697            58.413
                      57    12 Jun 2027 03:54:06.881    12 Jun 2027 04:01:41.395           454.514
                      58    12 Jun 2027 05:31:13.021    12 Jun 2027 05:37:35.374           382.352
                      59    12 Jun 2027 07:09:11.211    12 Jun 2027 07:13:06.973           235.763
                      60    12 Jun 2027 08:42:20.072    12 Jun 2027 08:48:34.717           374.645
                      61    12 Jun 2027 08:48:41.475    12 Jun 2027 08:50:16.566            95.091
                      62    13 Jun 2027 04:06:26.690    13 Jun 2027 04:13:45.563           438.873
                      63    13 Jun 2027 05:43:14.268    13 Jun 2027 05:49:43.154           388.887
                      64    13 Jun 2027 07:21:11.436    13 Jun 2027 07:25:10.012           238.576
                      65    13 Jun 2027 08:54:47.387    13 Jun 2027 09:02:13.706           446.318

Min Duration          29     7 Jun 2027 03:00:00.000     7 Jun 2027 03:00:22.843            22.843
Max Duration          37     8 Jun 2027 03:03:45.723     8 Jun 2027 03:13:34.251           588.528
Mean Duration                                                                              286.899
Total Duration                                                                           18648.421


Russia-To-KinoSat_110310
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:06:01.276     1 Jun 2027 03:06:34.393            33.116
                       2     1 Jun 2027 03:07:42.252     1 Jun 2027 03:14:39.527           417.275
                       3     1 Jun 2027 03:14:43.542     1 Jun 2027 03:15:44.576            61.033
                       4     1 Jun 2027 04:44:50.254     1 Jun 2027 04:51:32.227           401.973
                       5     1 Jun 2027 06:21:48.170     1 Jun 2027 06:26:58.424           310.254
                       6     1 Jun 2027 07:58:35.393     1 Jun 2027 08:03:06.245           270.851
                       7     1 Jun 2027 09:36:45.851     1 Jun 2027 09:37:46.425            60.574
                       8     2 Jun 2027 03:20:55.270     2 Jun 2027 03:26:40.942           345.672
                       9     2 Jun 2027 03:26:41.125     2 Jun 2027 03:27:44.484            63.359
                      10     2 Jun 2027 04:57:15.785     2 Jun 2027 05:03:38.213           382.428
                      11     2 Jun 2027 06:34:49.826     2 Jun 2027 06:39:12.318           262.493
                      12     2 Jun 2027 08:10:53.198     2 Jun 2027 08:15:04.925           251.728
                      13     3 Jun 2027 03:33:07.237     3 Jun 2027 03:39:42.968           395.731
                      14     3 Jun 2027 05:09:25.966     3 Jun 2027 05:15:11.091           345.125
                      15     3 Jun 2027 05:15:18.848     3 Jun 2027 05:15:30.345            11.497
                      16     3 Jun 2027 06:46:53.802     3 Jun 2027 06:51:26.367           272.565
                      17     3 Jun 2027 08:22:57.293     3 Jun 2027 08:27:07.746           250.453
                      18     3 Jun 2027 08:27:12.701     3 Jun 2027 08:27:49.961            37.260
                      19     4 Jun 2027 03:44:36.281     4 Jun 2027 03:51:52.342           436.061
                      20     4 Jun 2027 05:21:06.721     4 Jun 2027 05:27:30.723           384.002
                      21     4 Jun 2027 06:59:24.848     4 Jun 2027 07:03:07.897           223.049
                      22     4 Jun 2027 08:34:50.105     4 Jun 2027 08:38:53.718           243.613
                      23     4 Jun 2027 08:39:13.938     4 Jun 2027 08:40:13.222            59.284
                      24     5 Jun 2027 03:56:20.560     5 Jun 2027 04:03:52.953           452.394
                      25     5 Jun 2027 05:33:26.595     5 Jun 2027 05:39:30.396           363.801
                      26     5 Jun 2027 07:11:22.129     5 Jun 2027 07:15:20.272           238.143
                      27     5 Jun 2027 08:44:27.882     5 Jun 2027 08:50:48.601           380.720
                      28     5 Jun 2027 08:51:29.721     5 Jun 2027 08:52:29.231            59.510
                      29     6 Jun 2027 04:08:37.850     6 Jun 2027 04:15:56.579           438.729
                      30     6 Jun 2027 05:45:22.612     6 Jun 2027 05:50:40.170           317.558
                      31     6 Jun 2027 05:50:42.030     6 Jun 2027 05:51:34.977            52.946
                      32     6 Jun 2027 05:51:38.802     6 Jun 2027 05:51:56.079            17.277
                      33     6 Jun 2027 07:23:21.389     6 Jun 2027 07:27:32.221           250.832
                      34     6 Jun 2027 08:56:58.902     6 Jun 2027 09:04:23.485           444.582
                      35     7 Jun 2027 04:20:31.841     7 Jun 2027 04:27:57.287           445.446
                      36     7 Jun 2027 05:57:16.263     7 Jun 2027 06:02:59.972           343.710
                      37     7 Jun 2027 06:03:02.660     7 Jun 2027 06:03:59.063            56.403
                      38     7 Jun 2027 07:35:09.430     7 Jun 2027 07:39:31.480           262.050
                      39     7 Jun 2027 09:11:07.425     7 Jun 2027 09:15:26.901           259.476
                      40     8 Jun 2027 03:00:00.000     8 Jun 2027 03:02:55.976           175.976
                      41     8 Jun 2027 03:03:00.900     8 Jun 2027 03:04:00.969            60.070
                      42     8 Jun 2027 04:32:41.036     8 Jun 2027 04:39:56.530           435.494
                      43     8 Jun 2027 06:09:55.005     8 Jun 2027 06:14:24.773           269.768
                      44     8 Jun 2027 06:14:35.084     8 Jun 2027 06:15:45.923            70.838
                      45     8 Jun 2027 07:46:35.503     8 Jun 2027 07:51:27.936           292.433
                      46     8 Jun 2027 09:21:48.305     8 Jun 2027 09:22:01.899            13.594
                      47     8 Jun 2027 09:23:34.104     8 Jun 2027 09:26:30.054           175.950
                      48     9 Jun 2027 03:06:16.430     9 Jun 2027 03:06:49.171            32.741
                      49     9 Jun 2027 03:07:57.870     9 Jun 2027 03:14:54.477           416.607
                      50     9 Jun 2027 03:14:58.177     9 Jun 2027 03:15:59.234            61.057
                      51     9 Jun 2027 04:45:04.937     9 Jun 2027 04:51:47.015           402.078
                      52     9 Jun 2027 06:22:02.687     9 Jun 2027 06:27:01.177           298.490
                      53     9 Jun 2027 07:58:50.191     9 Jun 2027 08:03:21.033           270.842
                      54     9 Jun 2027 09:37:00.476     9 Jun 2027 09:38:01.075            60.599
                      55    10 Jun 2027 03:21:09.894    10 Jun 2027 03:26:55.734           345.840
                      56    10 Jun 2027 03:26:55.802    10 Jun 2027 03:27:59.266            63.464
                      57    10 Jun 2027 04:57:30.422    10 Jun 2027 05:03:53.010           382.587
                      58    10 Jun 2027 06:35:04.480    10 Jun 2027 06:39:27.359           262.879
                      59    10 Jun 2027 08:11:07.821    10 Jun 2027 08:15:20.031           252.210
                      60    11 Jun 2027 03:33:21.900    11 Jun 2027 03:39:57.736           395.836
                      61    11 Jun 2027 05:09:39.865    11 Jun 2027 05:15:25.835           345.970
                      62    11 Jun 2027 05:15:33.723    11 Jun 2027 05:15:44.822            11.099
                      63    11 Jun 2027 06:47:08.742    11 Jun 2027 06:51:41.166           272.424
                      64    11 Jun 2027 08:23:12.017    11 Jun 2027 08:27:22.478           250.461
                      65    11 Jun 2027 08:27:27.292    11 Jun 2027 08:28:05.210            37.918
                      66    12 Jun 2027 03:44:50.729    12 Jun 2027 03:52:07.191           436.462
                      67    12 Jun 2027 05:21:21.385    12 Jun 2027 05:27:45.464           384.078
                      68    12 Jun 2027 06:59:39.826    12 Jun 2027 07:03:22.502           222.677
                      69    12 Jun 2027 08:35:04.713    12 Jun 2027 08:39:08.787           244.074
                      70    12 Jun 2027 08:39:28.808    12 Jun 2027 08:40:28.059            59.251
                      71    13 Jun 2027 03:56:35.373    13 Jun 2027 04:04:07.706           452.333
                      72    13 Jun 2027 05:33:41.372    13 Jun 2027 05:39:45.068           363.696
                      73    13 Jun 2027 07:11:36.936    13 Jun 2027 07:15:34.993           238.057
                      74    13 Jun 2027 08:44:42.732    13 Jun 2027 08:51:03.546           380.814
